question,choices,answer_key,cot_response,predicted
"He got a job dancing and waving an advertisement, he got to be outside instead of stuck inside the what?","['advertisement', 'magazine', 'store', 'web page', 'bus']",C,"A: The answer must be a place where someone might be stuck inside. Of the above choices, the closest answer is a store. So the answer is (c).",C
Where do you keep a teakettle?,"['cupboard', 'countertop', 'water', 'hardware department', 'england']",A,"A: The answer must be a place where a teakettle is used. Of the above choices, cupboard and countertop are the most used for teakettle. So the answer is (a).",A
Where are seats most likely bleachers?,"['movies', 'opera', 'theater', 'lecture hall', 'hockey game']",E,"A: The answer must be a place where bleachers are used for seats. Of the above choices, hockey game is the most likely place to have bleachers. So the answer is (e).",E
Where does someone lay with their leg elevated when it's broken?,"['spinning wheel', 'on a ladder', 'hospital bed', 'legroom', 'grand piano']",C,"A: The answer must be a place where someone can lay with their leg elevated. Of the above choices, only hospital bed makes sense. So the answer is (c).",C
What does a chicken do in a joke?,"['produce eggs', 'lay eggs', 'become food', 'cross road', 'looks for cars']",D,"A: The answer must be something a chicken is used for in a joke. Of the above choices, the most used joke is a chicken that cross the road. So the answer is (d).",D
"The disease was spreading fast, so what were researchers desperately seeking?","['cause spots on leaf', 'healthy', 'wellness', 'ball stopped', 'cure']",E,"A: The answer must be something that can be used to cure a disease. Of the above choices, only cure makes sense. So the answer is (e).",E
Where are you if your reading magazines while waiting for a vehicle on rails?,"['vegetables', 'market', 'doctor', 'train station', 'bookstore']",D,"A: The answer must be a place where you might be waiting for a train. Of the above choices, only train station makes sense. So the answer is (d).",D
Dry and cracked heels are found on?,"['boot', 'the desert', 'loaf of bread', 'foot', 'hock']",D,"A: The answer must be something that can have cracked heels. Of the above choices, only foot can have cracked heels. So the answer is (d).",D
One way to relieve your hunger if you live near the coast is to do what?,"['grill', 'go to market', 'bring home fish', 'eat hamburger', 'make bread']",C,"A: The answer must be something you can do near the coast to relieve hunger. Of the above choices, only bring home fish makes sense. So the answer is (c).",C
"He needed to check an electrical connection in the house, where did he look?","['telephone network', 'freeway', 'company', 'wall', 'airport']",D,"A: The answer must be a place where electrical connection might be. Of the above choices, only wall is a place where electrical connection might be. So the answer is (d).",D
"If an actor is said to be on the “silver screen"" where would you see them perform?","['play', 'movies', 'theater', 'screen', 'television']",B,"A: The answer must be a place where movies are. Of the above choices, movies is the only place where you would see an actor on the “silver screen. So the answer is (b).",B
"He had an index card he had to return, so where did he put it after finding the book he needed?","['inside the book', 'oral report', 'library', 'fileing cabnet', 'card catalogue']",E,"A: The answer must be a place where an index card can be put. Of the above choices, the card catalogue is the most sense. So the answer is (e).",E
What's the nickname of the monster the beauty loved?,"['beast', 'ugly', 'ugliness', 'satellite', 'top of mountain']",A,"A: The answer must be a nickname for a monster. Of the above choices, beast is the nickname for the monster in the story. So the answer is (a).",A
Where do I put my coffee mug after it's dry?,"['shelf', 'desktop', 'cabinet', 'kitchen', 'cupboard']",A,"A: The answer should be a place where a coffee mug is placed. Of the above choices, all of the choices are a place where a coffee mug can be placed. So the answer is (a).",A
Where are all participants likely to need sports equipment?,"['dicks sporting goods', 'sporting event', 'mall', 'sears', 'sporting goods store']",B,"A: The answer must be a place where sports are likely to be. Of the above choices, sporting event is the most likely place to need sports equipment. So the answer is (b).",B
"We were having a canned food drive and I needed to pick up some contributions, where did I go?","['shelf', 'cellar', 'refrigerator', 'cupboard', 'grocery store']",E,"A: The answer must be a place where canned food is store. Of the above choices, the most sense is grocery store. So the answer is (e).",E
Where is a telephone booth likely to be red?,"['airport', 'gotham city', 'london', 'city', 'gas stations']",C,"A: The answer must be a place where red telephone booth is a likely. Of the above choices, only london is a place where red telephone booth is a likely. So the answer is (c).",C
John is a human who is in a wheelchair due to an accident.  Where would he go to get to the third floor of his apartment building?,"['space shuttle', 'detroit', 'stairs', 'downtown', 'elevator']",E,"A: The answer must be a place that can get someone to the third floor of a building. Of the above choices, only the elevator can do that. So the answer is (e).",E
"The mother finished wrapping the very last gift, she then placed it under the what?","['department store', 'fraizer fur', 'specialty store', 'christmas tree', 'christmas stocking']",D,"A: The answer must be a place where you put a gift. Of the above choices, only christmas tree is a place where you put a gift. So the answer is (d).",D
"One might find theirs open, with the letters that had been delivered stolen.","['front door', 'newspaper', 'post office', 'package', 'mail box']",E,"A: The answer must be something that can have letters delivered and be open with letters stolen. Of the above choices, only mail box makes sense. So the answer is (e).",E
"The man was playfully wrestling with a woman he was enamored with, what was the physiological result?","['competition', 'blood', 'wins', 'medals', 'erections']",E,"A: The answer must be a physiological result of the man's feeling of enamored. Of the above choices, erections are a physiological result of feeling enamored. So the answer is (e).",E
"The teams were evenly matched when competing against one another, what did spectators want to find out?","['envy', 'resentment', 'winning or losing', 'one winner', 'two winners']",C,"A: The answer should be what spectators want to find out when two teams are evenly matched. Of the above choices, the most natural answer is who is winning or losing. So the answer is (c).",C
Where are a lot of offices in New York?,"['school building', 'skyscraper', 'business', 'grocery store.', 'work']",B,"A: The answer must be a place where offices are. Of the above choices, skyscraper is the most place where offices are. So the answer is (b).",B
"The small cabin was not available, so they were upgraded to what?","['villa', 'spacecraft', 'hall', 'palace', 'hotel']",A,"A: The answer must be something that is an upgraded, and a cabin is a small, small house. Of the above choices, villa is the most upgraded. So the answer is (a).",A
Johnny was looking for blowfish in places that weren't near America.  Where would he look?,"['fish market', 'hawaiian waters', 'gulf of mexico', 'tropical sea', 'south pacific ocean']",E,"A: The answer must be a place that is near blowfish and is in a place that is near America. Of the above choices, the south pacific ocean is the only place that is near blowfish and is in a place that is near America. So the answer is (e).",E
"John lives in Texas. If he takes the highway South and doesn't stop, where will he end up next?","['oklahoma', 'developed land', 'united states', 'desert', 'mexico']",E,"A: The answer must be a place you can go South from Texas. Of the above choices, only mexico is a place you can go South from Texas. So the answer is (e).",E
"He would finally see idea become reality, never in a million years did he what that this would happen?","['think', 'patent', 'determined', 'work hard', 'relax']",A,"A: The answer should be something that he never would have in a million years have he would happen. Of the above choices, think is the closest. So the answer is (a).",A
A projector displayed people on the huge screen while the audience laughed.  What might they be watching?,"['movies', 'theatre', 'cabaret', 'conference', 'meeting']",A,"A: The answer must be something that is displayed on a screen and makes people in the audience laughed. Of the above choices, movies and cabaret are the most entertainment and might be something that makes people in the audience laughed. So the answer is (a).",A
"Nowadays people have smart ones, but at one time it was cutting edge to have a tiny calculator on your what?","['mobile phone', 'wristwatch', 'briefcase', 'office', 'desktop']",B,"A: The answer must be a place where people used to put a tiny calculator. Of the above choices, wristwatch is the most place for a tiny calculator. So the answer is (b).",B
What happens when you take a shower after going for a run?,"['feeling refreshed', 'becoming tired', 'restlessness', 'leg cramps', 'sweating']",A,"A: The answer should be a feeling you might have after a shower after a run. Of the above choices, feeling refreshed is the most natural feeling. So the answer is (a).",A
What is a negative effect to someone other than a spouse when two spouses are getting divorced?,"['lot of grief', 'depression', 'no spouse', 'lose money', 'children suffer']",E,"A: The answer must be a negative effect that children might feel. Of the above choices, children suffer is the most negative effect. So the answer is (e).",E
What business has a tower to transmit signals?,"['city', 'toronto', 'radio station', 'roger that', 'medieval castle']",C,"A: The answer must be a business that has a tower to transmit signals. Of the above choices, only radio station has a tower to transmit signals. So the answer is (c).",C
Where do you go to meet a friend who lives close to you?,"['workplace', 'bus station', 'social atmosphere', ""neighbor's house"", 'at school']",D,"A: The answer must be a place where you can meet a friend who lives close to you. Of the above choices, the most natural answer is neighbor's house. So the answer is (d).",D
"No matter the background of the person, they should all be given what in applying for the job?","['critical thinking', 'congratulated', 'equal opportunity', 'compliments', 'raffle tickets']",C,"A: The answer should be something that is given to all people applying for a job, equal and the answer is (c).",C
"The crab was scuttling but strained when he moved, what was impeding him?","['tide pool', 'beach sand', 'tidepools', 'current', 'cooking pot']",B,"A: The answer must be something that can be a roadblock for a crab. Of the above choices, beach sand is the most impeding for a crab. So the answer is (b).",B
What is a place where you usually store dishes but not books?,"['apartment', 'pantry', 'table', 'living room', 'shelf']",B,"A: The answer must be a place where dishes are usually store but not books. Of the above choices, pantry is the most used for dishes. So the answer is (b).",B
What happens to the next appointment when a grooming takes longer than expected?,"['injury', 'beauty', 'late', 'mistakes', 'annoyed']",C,"A: The answer must be the most natural and expected out of the choices. Of the above choices, the most natural answer is that the next appointment is late. So the answer is (c).",C
"James is very interested in other planets.  He loved the idea of going to mars, and reads books about it all the time.   He dreams of being on what?","['love', 'zoo', 'school', 'space shuttle', 'library']",D,"A: The answer must be something that James might use to go to space. Of the above choices, only space shuttle is used to go to space. So the answer is (d).",D
What would you put in a container?,"['food', 'cargo ship', 'refrigerator', 'closet garage', 'port']",A,"A: The answer must be something that can be put into a container. Of the above choices, food is the most natural item to put in a container. So the answer is (a).",A
"Parents often yell in times of chaos, what are they trying to do?","['guide children', 'understand children', 'control children', 'care for children', 'vent anger']",C,"A: The answer should be the most natural and most often used feeling that a yell might be trying to control. Of the above choices, control children is the most natural. So the answer is (c).",C
Where would you stand in a line and need a coat if it is cold?,"['graph', 'bank at noon', 'good book', 'post office', 'bus stop']",E,"A: The answer must be a place where people stand in line and it is cold. Of the above choices, bus stop is the most sense. So the answer is (e).",E
James was looking for a place to buy bitcoins.  He searched and found a large menu of what?,"['advertisement', 'news', 'bar', 'cafe', 'internet sites']",E,"A: The answer must be a place where you can buy bitcoins. Of the above choices, internet sites are the most place to buy bitcoins. So the answer is (e).",E
What is illegal to do when you play cards at a casino?,"['remember', 'help', 'count', 'winning', 'dealing']",C,"A: The answer must be something illegal to do when you play cards at a casino. Of the above choices, only count is illegal. So the answer is (c).",C
Where can you store a small notepad on your person?,"['back pocket', 'meeting', 'drug store', 'home', 'school']",A,"A: The answer must be a place where you can store something on your person. Of the above choices, back pocket is the only place you can store something on your person. So the answer is (a).",A
At a state fair judging pigs requires careful what?,"['verdict', 'judging', 'responsibility', 'evaluating', 'prejudice']",D,"A: The answer should be something that is careful and used in judging pigs. Of the above choices, evaluating is the most careful and used in judging. So the answer is (d).",D
What feeling might propel one to instituting civil action?,"['complications', 'tiredness', 'anger', 'trial', 'court case']",C,"A: The answer should be a feeling that might anger someone to the place where it makes sense to go to court. Of the above choices, anger is the most natural feeling that might propel someone to civil action. So the answer is (c).",C
Reading a newspaper gives you a what about local current events?,"['get angry', 'concern', 'worrie', 'education', 'learning about world']",D,"A: The answer should be something a newspaper gives you about local events. Of the above choices, education is the closest. So the answer is (d).",D
"The lady was doing a one man show of her tell story, when the show began she did what?","['persuade', 'slept', 'take center stage', 'challenge', 'speak clearly']",C,"A: The answer should be something a one man show might do when it began. Of the above choices, take center stage is the most natural. So the answer is (c).",C
Where can you buy a fishing rod?,"['furniture store', 'fishing camp', 'hardware store', 'sporting goods store', 'engine']",D,"A: The answer must be a place that might have fishing equipment. Of the above choices, sporting goods store is the most place to buy a fishing rod. So the answer is (d).",D
What would you tell ali to do if he bumps into you when you are walking?,"['work hard', 'slow down', 'wear shoes', 'sell products', 'speed up']",B,"A: The answer should be something to tell someone who bumps into you. Of the above choices, slow down is the most natural and most sense. So the answer is (b).",B
"I'm watching tv because there is nothing else to do, what do I expect to get from this?","['erections', 'entertainment', 'boredom', 'get fat', 'sadness']",B,"A: The answer should be something you expect to get from watching television. Of the above choices, entertainment is the most natural answer. So the answer is (b).",B
Where would you store a shopping bag if all the seats in your vehicle are full?,"['the roof', 'storage cabinet', 'car trunk', 'retail store', 'home']",C,"A: The answer must be a place in a vehicle where you can store a shopping bag. Of the above choices, only the car trunk is a place in a vehicle where you can store a shopping bag. So the answer is (c).",C
What city in the middle east is known for a temple?,"['jerusalem', 'texas', 'middle east', 'china', 'india']",A,"A: The answer must be a city in the middle east known for a temple. Of the above choices, only jerusalem is a city in the middle east known for a temple. So the answer is (a).",A
What do people do to pass time before they can use electronics when fly in airplane?,"['read', 'passenger', 'land plane', 'fly the plane', 'buy tickets']",A,"A: The answer must be something people do to pass time. Of the above choices, only read is something people do to pass time. So the answer is (a).",A
After attending school for twelve years what do you do?,"['inspiration', 'much work', 'boredom', 'graduate', 'degree']",D,"A: The answer should be the natural and most used answer for someone who just did twelve years of school. Of the above choices, graduate is the most natural answer. So the answer is (d).",D
"The helm is not something you wear on your head. Rather, it moves the masts on what?","['sailing vessel', 'paddleboat', 'ship', 'motorboat', 'tugboat']",A,"A: The answer must be something that a helm is used to. Of the above choices, a sailing vessel is the most used with a helm. So the answer is (a).",A
Where is a good place to sore a wind instrument in you home?,"['under bed', 'symphony', 'music room', 'band practice', 'music store']",C,"A: The answer must be a place in a home where a wind instrument can be store. Of the above choices, music room is the most sense. So the answer is (c).",C
To what part of your home is your morning paper delivered?,"['classroom', 'synagogue', 'bathroom', 'front porch', 'grocery store']",D,"A: The answer must be a place where a morning paper is delivered. Of the above choices, only front porch is a place where a morning paper is delivered. So the answer is (d).",D
What do people who are speech therapists do?,"['make music', 'believe in god', 'give speeches', 'complete sentences', 'build houses']",D,"(a) make music
(b) believe in god
(c) give speeches
(d) complete sentences
(e) build houses
A: The answer must be something that speech therapists do. Of the above choices, only complete sentences is something speech therapists work with. So the answer is (d).",D
"She curled up under a blanket to get warm, this made her what on the couch as they started movie?","['sleep', 'feel more comfortable', 'sweating', 'blush', 'cuddle']",B,"A: The answer should be the feeling of someone getting warm under a blanket. Of the above choices, feel more comfortable is the most natural feeling. So the answer is (b).",B
"He found the blowfish off the coast of the Carolina's, it was where?","['rock band', 'sea of japan', 'sushi restaurant', 'fish market', 'atlantic ocean']",E,"A: The answer must be a place where a blowfish might be found. Of the above choices, the atlantic ocean is the most natural habitat for a blowfish. So the answer is (e).",E
"He had been doing favors for everybody at work, it was frustrating not getting any what for it?","['let down', 'respect', 'illness', 'satisfaction', 'gratitude']",E,"A: The answer should be something he was not getting in the work place. Of the above choices, gratitude is the most natural feeling to not be getting from doing favors. So the answer is (e).",E
What does moving cars entail?,"['driving', 'road', 'getting tired', 'accidents', 'ticket']",A,"A: The answer must be something that is a natural and most used for moving cars. Of the above choices, driving is the most natural and used for moving cars. So the answer is (a).",A
"The college kids weren't known for their apartment decor choices, they used a folding chair inside their what?","['bathroom', 'closet', 'school', 'room', 'church']",D,"A: The answer must be a place where college kids might have a folding chair. Of the above choices, room is the most sense. So the answer is (d).",D
The department store is located in the Northwest USA.  Where might it be?,"['new york', 'big city', 'town', 'idaho', 'shopping mall']",D,"A: The answer must be a place in the Northwest USA. Of the above choices, only idaho is a place in the Northwest USA. So the answer is (d).",D
"If you see blinking lights in the air at night, what are you usually looking at?","['carnival', 'plane', 'concert', 'turned at night', ""a penguin's bum""]",B,"A: The answer must be something that makes blinking lights in the air at night. Of the above choices, only a plane makes blinking lights in the air at night. So the answer is (b).",B
When a monkey is taken away from their home they are often brought to this place where people wear white coats.,"['rain forest', 'research laboratory', 'cage', 'treetops', 'south africa']",B,"A: The answer must be a place where people wear white coats and work with research. Of the above choices, research laboratory is the most sense. So the answer is (b).",B
What could you put a table in if you want the table to be in your house?,"['library', 'demonstration', 'corner', 'football ground', 'rug']",C,"A: The answer must be a place in a house. Of the above choices, only corner is a place in a house. So the answer is (c).",C
John is studying animals.   What is one of the many things he has to watch them doing?,"['bathe', 'bite', 'die of cancer', 'obesity', 'copulate']",E,"A: The answer must be something an animals do. Of the above choices, copulate is a natural and something an animals do. So the answer is (e).",E
Where did the person have to walk downstairs to get the tool?,"['hardware store', 'basement', 'garage', 'repair shop', 'the library.']",B,"A: The answer must be a place where a person might store a tool. Of the above choices, basement and garage are the most place to store a tool. So the answer is (b).",B
James was cooking s stew in his apartment kitchen.  Where might he look for a potato.,"['restaurants', 'casserole', 'root cellar', 'pockets', 'pantry']",E,"A: The answer must be a place where you might put a potato. Of the above choices, only pantry is a place where you might put a potato. So the answer is (e).",E
"The child really wanted to teach his grandpa to read, he thought it was wrong that he had spent his whole life what?","['ignore', 'write', 'learn new things', 'illiterate', 'having fun']",D,"A: The answer must be something that someone who can' read is doing. Of the above choices, illiterate is the closest to the answer. So the answer is (d).",D
Where do people traditionally get information about the world?,"['book', 'meeting', 'television', 'guide', 'newspaper']",E,"A: The answer should be a place where people traditionally get information about the world. Of the above choices, newspaper is the most traditionally used for getting information about the world. So the answer is (e).",E
She'd sooner just spray herself with water than the what she didn't like the smell of?,"['perfume', 'air', 'fountain', 'swamp', 'puddle']",A,"A: The answer must be something that people spray to smell a lot. Of the above choices, perfume is the only item that people spray to smell a lot. So the answer is (a).",A
What would a person expect if they are competent in their school work?,"['compliments', 'passing grade', 'intellectual challenge', 'sticker', 'avoid pain']",B,"A: The answer should be something a person would expect if they are doing their school work. Of the above choices, passing grade is the most natural and most people would expect it. So the answer is (b).",B
"Lizards need the sun's heat to regulate their body temperature, this is why you'll see them still on what?","['bushes', 'dessert', 'books', 'heat lamps', 'rocks']",E,"A: The answer must be something that can absorb heat from the sun. Of the above choices, rocks are the most natural place for a sunb a. So the answer is (e).",E
What would a person do if he or she wanted to get good grades?,"['feel proud', 'try to learn', 'need assistance', 'thank god', 'read alot']",B,"A: The answer should be something a person would do to get good grades. Of the above choices, the most sense is to try to learn. So the answer is (b).",B
There weren't enough chairs for everyone.  What might have to be delayed?,"['bookstore', 'building', 'meeting', 'office', 'coffeehouse']",C,"A: The answer must be something that requires chairs. Of the above choices, a meeting is the most natural place where chairs are used. So the answer is (c).",C
Where does a shadow usually appear?,"['suface of moon', 'building', 'bridge', 'ground', 'bright light']",D,"A: The answer must be a place where light is usually. Of the above choices, ground is the most place where a shadow usually appear. So the answer is (d).",D
What can happen in your mind while sleeping?,"['snoring', 'talking', 'get cold', 'nothing', 'might dream']",E,"A: The answer must be something that can happen in your mind while sleeping. Of the above choices, only might dream is something that can happen in your mind while sleeping. So the answer is (e).",E
What preposition do you use if you want to combine two words?,"['article', 'adjective', 'interjection', 'conjunction', 'pronoun']",D,"A: The answer must be a preposition that can combine two words. Of the above choices, conjunctions are used to combine words. So the answer is (d).",D
George ruined the surprise.  How did he do so?,"['hiding', 'accidentally', 'expectation', 'knowingly', 'planned']",D,"A: The answer must be something that makes a surprise go ruined. Of the above choices, knowingly and planned are the most sense. So the answer is (d).",D
"Some might say that if you want to do something that results in changing society then you need to start from within, to do this what would you be doing?","['riots', 'vote', 'change yourself', 'social activism', 'change clothes']",C,"A: The answer must be something that can change society from within. Of the above choices, changing yourself is the most in the sense of changing your place in society. So the answer is (c).",C
Where in your home would you store birth control pills near your toothpaste?,"['medicine cabinet', ""chemist's shop"", 'kitchen', 'drug store', 'bedroom']",A,"A: The answer must be a place in the home where medicine is store. Of the above choices, medicine cabinet is the most place to store medicine. So the answer is (a).",A
Where do fish spend the majority of their time?,"['body of water', 'lake superior', 'underwater', 'toilet', 'aquarium']",C,"A: The answer must be a place where fish are. Of the above choices, underwater is the most natural place for fish to be. So the answer is (c).",C
"What would form on your feet, if you were jogging all day?","['heart attacks', 'hole in your socks', 'exhaustion', 'shortness of breath', 'blisters']",E,"A: The answer must be something that can form on your feet from jogging. Of the above choices, only blisters can form on your feet from jogging. So the answer is (e).",E
Water is an important ingredient in what sugary beverage?,"['mountain dew', 'glass', 'soft drink', 'whirlpool bath', 'coffee cup']",C,"A: The answer must be a sugary beverage that requires Water. Of the above choices, soft drink is the only beverage that requires Water. So the answer is (c).",C
Where should you find a school in?,"['residential neighborhood', 'mosque', 'every city', 'prague', 'community']",C,"A: The answer must be a place where you'd find a school. Of the above choices, every city and residential neighborhood are the most place where you'd find a school. So the answer is (c).",C
"She a deep love for all her friends, every Friday she had an open invitation for them as she loved to host and what?","['wait for', 'eat out', 'entertain', 'please parents', 'paint']",C,"A: The answer should be something that someone who loved to host might do. Of the above choices, entertain is the most natural answer. So the answer is (c).",C
What were southern institutions where slaves do the labor called?,"['farm', 'ancient rome', 'history book', 'poor countries', 'plantation']",E,"A: The answer must be a place where slaves did labor in the southern states. Of the above choices, only plantation is the answer. So the answer is (e).",E
What divider stores papers for work or school?,"['street', 'binder', 'obesity', 'living room', 'office suite']",B,"A: The answer must be something that stores papers. Of the above choices, only binder stores papers. So the answer is (b).",B
Where is a notebook often purchased?,"['bookstore', 'backpack', ""abraham lincoln's grave"", 'desktop', 'classroom']",A,"A: The answer must be a place where you can often go to and be purchased. Of the above choices, only bookstore is a place where you can often go to and be purchased. So the answer is (a).",A
"The circus monkey waived a white surrender flag, the conductor joked the monkey must work in the what?","['french government', ""friend's house"", 'zoo', 'south africa', 'madagascar']",A,"(a) circus
A: The answer must be a place where a monkey might work with a conductor. Of the above choices, only circus makes sense. So the answer is (a).",A
If you're afraid of spiders what should you avoid owning?,"['meadow', 'cupboard', 'shed', 'mail box', 'cellar']",E,"A: The answer should be a place where spiders might be. Of the above choices, a cellar is a place where spiders might be. So the answer is (e).",E
Where would one find a captive monkey?,"['rain forest', 'tree tops', 'toy store', 'zoological gardens', 'great outdoors']",D,"A: The answer must be a place where a monkey would be in a captive, and a zoological gardens is the only place that makes sense. So the answer is (d).",D
If you are driving too fast on an icy road you are being what?,"['deadly', 'dangerous', 'unconcerned', 'stressful', 'harder when weather bad']",B,"A: The answer should be a bad driving. Of the above choices, dangerous is the most dangerous. So the answer is (b).",B
Who said ignorance was not an excuse for the crime?,"['learn about subject', 'learn new', 'find truth', 'is bliss', 'judge']",E,"A: The answer should be a someone who might judge someone for a crime. Of the above choices, judge is the most sense. So the answer is (e).",E
A yard is made up of what?,"['city', 'michigan', 'three feet', 'subdivision', 'three arm span']",C,"A: The answer must be the most used and most natural answer for what a yard is made up of. Of the above choices, three feet is the most used and natural answer for what a yard is made up of. So the answer is (c).",C
If someone is outgoing what are they likely to seek?,"['new experiences', 'playfulness', 'own house', 'good looking', 'beautiful']",A,"A: The answer should be something that an outgoing, people's, and outgoing people are likely to seek. Of the above choices, new experiences are something outgoing people are likely to seek. So the answer is (a).",A
What has happened to a person's money after he or she has used the last of it?,"['dissipate', 'flown', 'disintegrate', 'fall apart', 'penultimate']",A,"A: The answer should be what happened to the money after it was all used. Of the above choices, dissipate is the closest to the money's use. So the answer is (a).",A
Where is the strategic gold reserve in the U.S.?,"['jewelery', 'fort knox', 'church', 'jewelry store', 'treasure chest']",B,"A: The answer must be a place where gold is most of the gold is. Of the above choices, only fort knox is a place where gold is most of the gold is. So the answer is (b).",B
What is a parents primary duty?,"['speak freely', 'happiness of a child', 'care for children', 'school child', 'control children']",C,"A: The answer should be the most primary duty of a parents. Of the above choices, care for children is the most primary duty. So the answer is (c).",C
What sport is the audience the loudest at?,"['show', 'theatre', 'hockey game', 'movies', 'event']",C,"A: The answer must be a sport where the audience is the loudest. Of the above choices, hockey game is the most answer that makes sense. So the answer is (c).",C
Where can you find a place to eat and places to buy items of many different kinds?,"['city', 'downtown', 'own house', 'bar', 'shopping center']",E,"A: The answer must be a place with many different kinds of places to eat and buy items. Of the above choices, shopping center is the most answer. So the answer is (e).",E
"If electrical equipment won't power on, what connection should be checked?","['company', 'telephone netwok', 'airport', 'wires', 'freeway']",D,"A: The answer must be a connection that is used to power electrical equipment. Of the above choices, wires are used to power electrical equipment. So the answer is (d).",D
If children get confused walking home where may they go?,"['play chess', 'sun themselves', 'wrong house', 'set table', 'gettable']",C,"A: The answer must be a place where a confused children might go. Of the above choices, the wrong house is the most sense. So the answer is (c).",C
A government seeks what over it's people?,"['country', 'trouble', 'city', 'sun', 'control']",E,"A: The answer should be something a government seeks to have over people. Of the above choices, control is the most sense. So the answer is (e).",E
"If I recieve a letter from a friend over seas, why might I read it?","['pudding', 'get news', 'strain', 'answer', 'though']",B,"A: The answer must be a why someone might read a letter. Of the above choices, get news is the most natural answer. So the answer is (b).",B
Where above your kitchen sink could you store canned food?,"['cupboard', 'oven', 'grocery store', 'pantry', 'cellar']",A,"A: The answer must be a place above the kitchen sink where you could store canned food. Of the above choices, cupboard and pantry are the most used for food. So the answer is (a).",A
"The people wanted to take the scenic route, they chose the highway that cut through the what?","['countryside', 'united states', 'beach', 'atlas', 'developed land']",A,"A: The answer must be a place that is scenic and that a highway might cut through. Of the above choices, countryside is the most scenic. So the answer is (a).",A
Where would you see a performer at a gathering of you friends?,"['cinema', 'opera', 'party', 'stage', 'dance']",C,"A: The answer must be a place where a performer would be at a gathering of friends. Of the above choices, a party is the most natural place for a performer to be at a gathering of friends. So the answer is (c).",C
Where is a road known as a motorway?,"['scotland', 'europe', 'race track', 'new jersey', 'england']",E,"A: The answer must be a place where a road is known as a motorway. Of the above choices, only england is known for motorway. So the answer is (e).",E
How might compassionate thoughful be described as being?,"['disengenious', 'human', 'weird', 'kind', 'stupid']",D,"A: The answer should be a feeling that is the closest to compassionate and thoughful. Of the above choices, kind is the closest feeling. So the answer is (d).",D
What could fighting inflation cause if it is not successful?,"['problems', 'not noticeable', 'deflation', 'economic instability', 'eat cake']",D,"A: The answer must be a something that could be a cause of inflation not getting successful. Of the above choices, economic instability is a cause of inflation not getting successful. So the answer is (d).",D
"They took a break from all the rides to have lunch, while eating hamburger they talked about how they were going to what on the next ride?","['heartburn', 'have fun', 'enjoy', 'gas', 'food poisoning']",B,"A: The answer should be something people do on a ride. Of the above choices, have fun is the most natural answer. So the answer is (b).",B
James drove his niece to her father.  Where did he drive?,"[""great granddad's house"", 'family picture book', ""brother's house"", 'family tree', 'family reunion']",C,"A: The answer must be a place where James' niece's father might be. Of the above choices, brother's house is the most sense. So the answer is (c).",C
The teachers needed to get their classrooms ready for the school year.  What is one thing they might do?,"['talk too much', 'teach children', 'open boxes', 'answering questions', 'giving homework']",C,"A: The answer must be something teachers do to get their classrooms ready. Of the above choices, only open boxes is something teachers might do to get their classrooms ready. So the answer is (c).",C
Where can you purchase food and eat it at tables?,"['house', 'fast food restaurant', 'library', 'conference', 'paper']",B,"A: The answer must be a place where you can purchase food and eat it at tables. Of the above choices, fast food restaurant is the only place that makes sense. So the answer is (b).",B
What could you buy in a bookstore?,"['carpeting', 'magazines', 'strip mall', 'city', 'applesauce']",B,"A: The answer must be something you can buy in a bookstore. Of the above choices, only magazines are something you can buy in a bookstore. So the answer is (b).",B
"The kids had been having fun all day, there was now a what?","['wild ride', 'need for rest', 'a massive bear', 'playing marbles', 'constructing']",B,"A: The answer should be a natural feeling of kids who have been having fun all day. Of the above choices, the need for rest is the most natural feeling. So the answer is (b).",B
Sarah took poison by accident She found it in the cabinet and. thought that it was what?,"['drinkable', 'junk food', 'medicine', 'antidote', 'nutrient']",C,"A: The answer must be something that Sarah might have thought was a drinkable, something that is found in a cabinet. Of the above choices, medicine is the most sense. So the answer is (c).",C
"If a person is seeing new things, what do they most often feel?","['curiosity', 'excitement', 'boredom', 'wonder', 'fear']",A,"A: The answer should be a feeling someone might have seeing new things. Of the above choices, curiosity, excitement, wonder are all things someone might feel. So the answer is (a).",A
A strong laxative will help you keep what kind of bowel movements?,"['strongwoman', 'cake', 'regular', 'weak', 'fragile']",C,"A: The answer should be the kind of bowel movements a laxative is used for. Of the above choices, regular is the kind of bowel movements a laxative is used for. So the answer is (c).",C
What part of the body are lips on?,"['mouth', 'jars and all faces', 'kentucky fried chicken', 'hand', 'human']",A,"A: The answer must be the body part where lips are. Of the above choices, only mouth is the answer. So the answer is (a).",A
Where would you carry a pen as you go through your day?,"['pocket', 'office supply store', ""friend's house"", 'desk drawer', 'city hall']",A,"A: The answer must be a place where you would carry a pen. Of the above choices, only pocket is a place where you would carry a pen. So the answer is (a).",A
What white meat goes well with potatos?,"['kitchen cupboard', 'maryland', 'chicken', 'tuna', 'pantry']",C,"A: The answer must be a white meat that goes well with potatos. Of the above choices, chicken is the only white meat. So the answer is (c).",C
What is the result of instituting civil action?,"['bad feelings', 'confusion', 'going to court', 'hurt feelings', 'sandwiches']",C,"A: The answer must be the result of a civil action. Of the above choices, going to court is the most natural result of a civil action. So the answer is (c).",C
